Entity,Code,Year,Wind per capita (kWh)
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,3.935
Ireland,IRL,1993,11.749
Ireland,IRL,1994,14.795
Ireland,IRL,1995,12.375
Ireland,IRL,1996,10.745
Ireland,IRL,1997,38.048
Ireland,IRL,1998,127.313
Ireland,IRL,1999,139.249
Ireland,IRL,2000,179.196
Ireland,IRL,2001,239.958
Ireland,IRL,2002,272.278
Ireland,IRL,2003,310.825
Ireland,IRL,2004,437.016
Ireland,IRL,2005,722.395
Ireland,IRL,2006,1024.918
Ireland,IRL,2007,1202.974
Ireland,IRL,2008,1440.894
Ireland,IRL,2009,1725.092
Ireland,IRL,2010,1611.805
Ireland,IRL,2011,2472.986
Ireland,IRL,2012,2242.163
Ireland,IRL,2013,2519.929
Ireland,IRL,2014,2827.612
Ireland,IRL,2015,3575.048
Ireland,IRL,2016,3292.903
Ireland,IRL,2017,3915.815
Ireland,IRL,2018,4455.929
Ireland,IRL,2019,4915.382
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,4.553
Israel,ISR,2002,4.889
Israel,ISR,2003,5.207
Israel,ISR,2004,4.655
Israel,ISR,2005,4.532
Israel,ISR,2006,4.001
Israel,ISR,2007,3.879
Israel,ISR,2008,3.384
Israel,ISR,2009,3.284
Israel,ISR,2010,2.839
Israel,ISR,2011,2.423
Israel,ISR,2012,2.029
Israel,ISR,2013,1.986
Israel,ISR,2014,1.912
Israel,ISR,2015,2.125
Israel,ISR,2016,14.273
Israel,ISR,2017,14.309
Israel,ISR,2018,19.109
Israel,ISR,2019,18.733
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.097
Italy,ITA,1990,0.093
Italy,ITA,1991,0.14
Italy,ITA,1992,0.093
Italy,ITA,1993,0.186
Italy,ITA,1994,0.326
Italy,ITA,1995,0.42
Italy,ITA,1996,1.541
Italy,ITA,1997,5.76
Italy,ITA,1998,11.357
Italy,ITA,1999,19.759
Italy,ITA,2000,27.586
Italy,ITA,2001,57.209
Italy,ITA,2002,67.322
Italy,ITA,2003,69.002
Italy,ITA,2004,86.282
Italy,ITA,2005,108.138
Italy,ITA,2006,135.65
Italy,ITA,2007,182.395
Italy,ITA,2008,217.777
Italy,ITA,2009,290.415
Italy,ITA,2010,401.088
Italy,ITA,2011,428.645
Italy,ITA,2012,576.721
Italy,ITA,2013,633.901
Italy,ITA,2014,639.421
Italy,ITA,2015,619.888
Italy,ITA,2016,733.288
Italy,ITA,2017,731.034
Italy,ITA,2018,726.277
Italy,ITA,2019,820.485
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0
Japan,JPN,1991,0
Japan,JPN,1992,0
Japan,JPN,1993,0.021
Japan,JPN,1994,0.021
Japan,JPN,1995,0.021
Japan,JPN,1996,0.042
Japan,JPN,1997,0.021
Japan,JPN,1998,0.155
Japan,JPN,1999,0.793
Japan,JPN,2000,2.374
Japan,JPN,2001,5.445
Japan,JPN,2002,8.854
Japan,JPN,2003,17.7
Japan,JPN,2004,30.405
Japan,JPN,2005,40.036
Japan,JPN,2006,44.437
Japan,JPN,2007,56.642
Japan,JPN,2008,60.48
Japan,JPN,2009,69.942
Japan,JPN,2010,79.63
Japan,JPN,2011,89.926
Japan,JPN,2012,94.816
Japan,JPN,2013,102.422
Japan,JPN,2014,99.557
Japan,JPN,2015,103.235
Japan,JPN,2016,120.046
Japan,JPN,2017,123.009
Japan,JPN,2018,143.694
Japan,JPN,2019,168.259
Kazakhstan,KAZ,1985,0
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0.023
Kazakhstan,KAZ,2012,0.41
Kazakhstan,KAZ,2013,0.684
Kazakhstan,KAZ,2014,1.951
Kazakhstan,KAZ,2015,18.963
Kazakhstan,KAZ,2016,38.782
Kazakhstan,KAZ,2017,46.981
Kazakhstan,KAZ,2018,52.274
Kazakhstan,KAZ,2019,66.18
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Kuwait,KWT,2017,10.799
Kuwait,KWT,2018,10.525
Kuwait,KWT,2019,10.312
Latvia,LVA,1985,0
Latvia,LVA,1986,0
Latvia,LVA,1987,0
Latvia,LVA,1988,0
Latvia,LVA,1989,0
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,1.121
Latvia,LVA,1997,2.265
Latvia,LVA,1998,2.285
Latvia,LVA,1999,2.307
Latvia,LVA,2000,5.826
Latvia,LVA,2001,3.51
Latvia,LVA,2002,12.928
Latvia,LVA,2003,56.708
Latvia,LVA,2004,58.202
Latvia,LVA,2005,56.139
Latvia,LVA,2006,55.261
Latvia,LVA,2007,64.05
Latvia,LVA,2008,70.523
Latvia,LVA,2009,58.707
Latvia,LVA,2010,60.293
Latvia,LVA,2011,87.867
Latvia,LVA,2012,134.452
Latvia,LVA,2013,148.982
Latvia,LVA,2014,127.183
Latvia,LVA,2015,186.124
Latvia,LVA,2016,165.615
Latvia,LVA,2017,192.209
Latvia,LVA,2018,157.319
Latvia,LVA,2019,200.722
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0.961
Lithuania,LTU,2005,1.448
Lithuania,LTU,2006,11.087
Lithuania,LTU,2007,86.477
Lithuania,LTU,2008,107.71
Lithuania,LTU,2009,130.635
Lithuania,LTU,2010,186.956
Lithuania,LTU,2011,399.269
Lithuania,LTU,2012,456.72
Lithuania,LTU,2013,512.814
Lithuania,LTU,2014,547.443
Lithuania,LTU,2015,699.136
Lithuania,LTU,2016,988.428
Lithuania,LTU,2017,1198.419
Lithuania,LTU,2018,1015.981
Lithuania,LTU,2019,1308.986
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0
Luxembourg,LUX,1970,0
Luxembourg,LUX,1971,0
Luxembourg,LUX,1972,0
Luxembourg,LUX,1973,0
Luxembourg,LUX,1974,0
Luxembourg,LUX,1975,0
Luxembourg,LUX,1976,0
Luxembourg,LUX,1977,0
Luxembourg,LUX,1978,0
Luxembourg,LUX,1979,0
Luxembourg,LUX,1980,0
Luxembourg,LUX,1981,0
Luxembourg,LUX,1982,0
Luxembourg,LUX,1983,0
Luxembourg,LUX,1984,0
Luxembourg,LUX,1985,0
Luxembourg,LUX,1986,0
Luxembourg,LUX,1987,0
Luxembourg,LUX,1988,0
Luxembourg,LUX,1989,0
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,19.841
Luxembourg,LUX,1998,71.727
Luxembourg,LUX,1999,116.009
Luxembourg,LUX,2000,157.639
Luxembourg,LUX,2001,148.9
Luxembourg,LUX,2002,151.171
Luxembourg,LUX,2003,159.488
Luxembourg,LUX,2004,235.959
Luxembourg,LUX,2005,306.875
Luxembourg,LUX,2006,332.605
Luxembourg,LUX,2007,359.494
Luxembourg,LUX,2008,329.773
Luxembourg,LUX,2009,335.043
Luxembourg,LUX,2010,282.719
Luxembourg,LUX,2011,319.814
Luxembourg,LUX,2012,375.77
Luxembourg,LUX,2013,391.472
Luxembourg,LUX,2014,366.266
Luxembourg,LUX,2015,454.411
Luxembourg,LUX,2016,440.789
Luxembourg,LUX,2017,991.652
Luxembourg,LUX,2018,1047.543
Luxembourg,LUX,2019,1072.408
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0
Malaysia,MYS,2015,0
Malaysia,MYS,2016,0
Malaysia,MYS,2017,0
Malaysia,MYS,2018,0
Malaysia,MYS,2019,0
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.033
Mexico,MEX,1991,0.032
Mexico,MEX,1992,0.032
Mexico,MEX,1993,0.031
Mexico,MEX,1994,0.154
Mexico,MEX,1995,0.212
Mexico,MEX,1996,0.179
Mexico,MEX,1997,0.352
Mexico,MEX,1998,0.434
Mexico,MEX,1999,0.484
Mexico,MEX,2000,0.534
Mexico,MEX,2001,0.495
Mexico,MEX,2002,0.566
Mexico,MEX,2003,0.502
Mexico,MEX,2004,0.518
Mexico,MEX,2005,0.482
Mexico,MEX,2006,1.118
Mexico,MEX,2007,6.034
Mexico,MEX,2008,6.074
Mexico,MEX,2009,13.911
Mexico,MEX,2010,28.317
Mexico,MEX,2011,36.921
Mexico,MEX,2012,81.009
Mexico,MEX,2013,90.16
Mexico,MEX,2014,135.882
Mexico,MEX,2015,181.548
Mexico,MEX,2016,211.612
Mexico,MEX,2017,212.775
Mexico,MEX,2018,257.785
Mexico,MEX,2019,341.582
Morocco,MAR,1965,0
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,6.174
Morocco,MAR,2001,19.5
Morocco,MAR,2002,18.05
Morocco,MAR,2003,18.551
Morocco,MAR,2004,17.879
Morocco,MAR,2005,18.22
Morocco,MAR,2006,15.896
Morocco,MAR,2007,23.772
Morocco,MAR,2008,24.96
Morocco,MAR,2009,32.135
Morocco,MAR,2010,53.11
Morocco,MAR,2011,54.719
Morocco,MAR,2012,56.409
Morocco,MAR,2013,92.254
Morocco,MAR,2014,143.189
Morocco,MAR,2015,183.865
Morocco,MAR,2016,214.788
Morocco,MAR,2017,213.239
Morocco,MAR,2018,264.945
Morocco,MAR,2019,319.045
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0.19
Netherlands,NLD,1987,0.378
Netherlands,NLD,1988,3.008
Netherlands,NLD,1989,4.297
Netherlands,NLD,1990,10.395
Netherlands,NLD,1991,16.226
Netherlands,NLD,1992,26.924
Netherlands,NLD,1993,31.657
Netherlands,NLD,1994,43.016
Netherlands,NLD,1995,56.928
Netherlands,NLD,1996,77.998
Netherlands,NLD,1997,84.283
Netherlands,NLD,1998,112.904
Netherlands,NLD,1999,113.139
Netherlands,NLD,2000,144.592
Netherlands,NLD,2001,142.139
Netherlands,NLD,2002,161.01
Netherlands,NLD,2003,221.635
Netherlands,NLD,2004,310.308
Netherlands,NLD,2005,339.706
Netherlands,NLD,2006,444.517
Netherlands,NLD,2007,553.071
Netherlands,NLD,2008,678.474
Netherlands,NLD,2009,723.216
Netherlands,NLD,2010,624.069
Netherlands,NLD,2011,789.635
Netherlands,NLD,2012,764.173
Netherlands,NLD,2013,855.311
Netherlands,NLD,2014,873.362
Netherlands,NLD,2015,1127.606
Netherlands,NLD,2016,1210.001
Netherlands,NLD,2017,1552.319
Netherlands,NLD,2018,1538.962
Netherlands,NLD,2019,1659.458
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0.548
New Zealand,NZL,1993,0.768
New Zealand,NZL,1994,0.774
New Zealand,NZL,1995,0.763
New Zealand,NZL,1996,6.222
New Zealand,NZL,1997,10.064
New Zealand,NZL,1998,16.201
New Zealand,NZL,1999,28.369
New Zealand,NZL,2000,86.528
New Zealand,NZL,2001,98.15
New Zealand,NZL,2002,107.576
New Zealand,NZL,2003,99.262
New Zealand,NZL,2004,239.873
New Zealand,NZL,2005,399.667
New Zealand,NZL,2006,397.315
New Zealand,NZL,2007,583.509
New Zealand,NZL,2008,653.125
New Zealand,NZL,2009,896.006
New Zealand,NZL,2010,976.822
New Zealand,NZL,2011,1147.786
New Zealand,NZL,2012,1198.637
New Zealand,NZL,2013,1145.492
New Zealand,NZL,2014,1231.911
New Zealand,NZL,2015,1295.924
New Zealand,NZL,2016,1258.041
New Zealand,NZL,2017,1109.316
New Zealand,NZL,2018,1083.581
New Zealand,NZL,2019,1167.548
North America,,1965,0
North America,,1966,0
North America,,1967,0
North America,,1968,0
North America,,1969,0
North America,,1970,0
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.029
North America,,1984,0.069
North America,,1985,0.071
North America,,1986,0.054
North America,,1987,0.047
North America,,1988,0.019
North America,,1989,21.402
North America,,1990,27.995
North America,,1991,29.333
North America,,1992,28.978
North America,,1993,29.842
North America,,1994,33.822
North America,,1995,30.775
North America,,1996,31.093
North America,,1997,31.273
North America,,1998,28.506
North America,,1999,42.365
North America,,2000,52.748
North America,,2001,62.54
North America,,2002,93.682
North America,,2003,101.789
North America,,2004,127.309
North America,,2005,160.77
North America,,2006,237.431
North America,,2007,302.693
North America,,2008,469.784
North America,,2009,631.379
North America,,2010,801.847
North America,,2011,997.121
North America,,2012,1160.214
North America,,2013,1345.274
North America,,2014,1455.546
North America,,2015,1618.033
North America,,2016,1892.761
North America,,2017,2065.283
North America,,2018,2194.63
North America,,2019,2396.999
North Macedonia,MKD,1990,0
North Macedonia,MKD,1991,0
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,0
North Macedonia,MKD,1994,0
North Macedonia,MKD,1995,0
North Macedonia,MKD,1996,0
North Macedonia,MKD,1997,0
North Macedonia,MKD,1998,0
North Macedonia,MKD,1999,0
North Macedonia,MKD,2000,0
North Macedonia,MKD,2001,0
North Macedonia,MKD,2002,0
North Macedonia,MKD,2003,0
North Macedonia,MKD,2004,0
North Macedonia,MKD,2005,0
North Macedonia,MKD,2006,0
North Macedonia,MKD,2007,0
North Macedonia,MKD,2008,0
North Macedonia,MKD,2009,0
North Macedonia,MKD,2010,0
North Macedonia,MKD,2011,0
North Macedonia,MKD,2012,0
North Macedonia,MKD,2013,0
North Macedonia,MKD,2014,86.504
North Macedonia,MKD,2015,146.951
North Macedonia,MKD,2016,132.305
North Macedonia,MKD,2017,132.661
North Macedonia,MKD,2018,116.141
North Macedonia,MKD,2019,121.024
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,8.864
Norway,NOR,2000,18.646
Norway,NOR,2001,17.547
Norway,NOR,2002,23.464
Norway,NOR,2003,131.029
Norway,NOR,2004,152.788
Norway,NOR,2005,294.44
Norway,NOR,2006,363.792
Norway,NOR,2007,502.093
Norway,NOR,2008,505.155
Norway,NOR,2009,530.996
Norway,NOR,2010,469.069
Norway,NOR,2011,671.958
Norway,NOR,2012,795.229
Norway,NOR,2013,948.182
Norway,NOR,2014,1097.252
Norway,NOR,2015,1223.53
Norway,NOR,2016,1013.266
Norway,NOR,2017,1347.244
Norway,NOR,2018,1805.138
Norway,NOR,2019,2549.345
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
